LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
95308,49,111973,208595,461,65,2,4.16,24,0.56,1,2,2,0,1,2,0,0
15299,29,41006,241947,417,78,4,24.65,24,0.21,2,1,1,1,1,2,0,1
146435,62,62032,20430,773,103,3,6.43,60,0.79,3,1,1,1,1,0,1,0
86274,21,126532,75134,599,68,3,9.5,48,0.71,3,1,0,1,1,1,0,0
69210,57,95267,10917,823,16,2,4.86,60,0.52,2,0,1,1,1,2,1,0
29370,43,81634,61755,806,52,2,4.18,48,0.39,0,0,2,0,0,2,1,0
58421,33,53137,214958,814,116,1,17.76,60,0.68,1,3,0,0,1,4,1,0
199106,27,48566,74354,551,115,1,17.87,24,0.32,1,1,0,0,0,1,1,0
254656,39,71763,224219,661,110,2,2.92,48,0.72,0,2,0,0,1,4,0,0
118407,22,127002,64183,721,88,1,14.3,24,0.76,2,2,0,1,1,3,1,0
226154,41,57499,34690,808,83,4,20.85,48,0.15,1,3,2,1,0,2,0,1
181707,46,126110,176100,303,109,4,9.64,24,0.51,2,0,2,1,1,1,0,0
215951,69,47490,120821,819,7,4,6.83,60,0.78,0,0,0,0,1,3,0,0
75525,52,148944,104926,595,36,2,11.5,36,0.12,0,2,1,0,0,2,1,0
195292,31,145934,214360,730,54,3,14.37,60,0.65,0,3,2,0,0,3,0,0
8952,22,145381,129130,595,46,4,19.19,24,0.32,3,2,0,1,0,1,1,0
224008,45,79547,217262,309,110,1,15.47,48,0.13,0,3,2,1,1,4,1,0
216479,26,23038,113581,625,102,4,11.97,12,0.14,0,2,2,1,1,2,0,0
5607,45,22632,219480,697,65,4,15.2,48,0.42,0,2,1,1,1,1,0,1
113152,56,34142,172723,357,81,2,2.5,36,0.62,2,3,0,0,0,0,1,0
245049,46,138639,173927,399,89,3,13.29,48,0.75,0,3,2,0,0,3,0,0
235015,55,40819,174375,764,14,1,8.18,36,0.64,2,3,0,0,1,4,1,0
12003,23,84226,11489,374,45,4,14.77,48,0.31,0,0,1,0,0,4,0,0
16482,63,30211,241565,696,36,2,3.53,12,0.21,1,0,1,1,0,1,1,0
60345,58,105345,197120,515,64,2,21.96,48,0.62,1,3,1,1,1,3,0,0
250078,41,103777,104118,458,64,1,3.1,48,0.25,0,3,1,1,0,4,1,0
55587,65,144535,200056,329,15,4,15.88,12,0.5,0,3,2,1,1,4,0,1
187945,67,101756,178485,418,35,1,19.71,48,0.83,2,0,0,1,0,1,1,0
20555,63,41990,195606,386,98,4,22.85,60,0.45,2,1,0,1,0,3,1,0
94558,43,62956,175269,767,31,3,4.58,12,0.54,1,1,0,1,0,2,1,0
49110,26,15816,162609,355,75,4,14.88,24,0.7,2,0,2,0,0,2,0,0
106097,31,107146,13268,427,72,4,3.94,60,0.79,3,1,2,1,1,4,0,0
56025,38,59654,154595,563,6,2,23.11,36,0.42,0,1,0,0,1,2,1,0
68306,61,23744,239286,616,44,3,19.71,24,0.25,1,2,0,0,0,1,0,0
175833,28,59112,183107,763,1,2,21.68,60,0.24,1,0,0,0,1,4,0,0
106357,31,69382,187364,374,43,2,17.71,12,0.83,3,1,1,0,0,0,0,0
216900,50,66409,200741,450,104,4,18.17,60,0.16,3,1,1,0,0,0,1,0
120297,57,108884,187007,619,58,4,23.27,24,0.28,0,2,1,1,1,1,1,0
41866,56,20304,93537,669,29,4,18.59,60,0.38,0,1,0,1,1,3,0,0
67285,66,97132,84765,416,66,4,17.52,60,0.31,2,3,1,0,0,0,1,0
173182,69,138840,65293,777,7,4,19.82,60,0.86,2,2,2,1,1,2,1,0
219485,44,99102,87293,736,60,3,10.45,60,0.7,2,3,0,0,0,3,1,0
68193,57,123273,87939,495,14,3,4.91,36,0.89,3,1,0,1,1,3,1,0
122877,41,145755,30473,481,29,2,23.27,48,0.6,0,3,2,1,1,1,0,0
131975,32,35532,146449,837,5,4,19.93,12,0.35,0,0,0,1,0,4,0,1
195009,60,130046,21319,529,107,4,14.51,36,0.74,2,3,1,1,0,4,1,0
84354,64,61557,125203,513,56,2,17.59,36,0.53,2,2,0,1,0,1,0,0
242171,22,108018,78488,432,47,1,23.72,60,0.63,3,3,2,0,0,3,1,1
160576,25,16847,156441,736,55,2,14.43,60,0.35,0,1,2,0,0,0,1,0
47371,26,18951,110217,841,62,3,5.09,48,0.35,0,1,2,1,1,2,1,0
169687,23,122538,5468,807,86,3,11.11,24,0.69,3,1,0,1,1,1,0,0
94155,33,61494,240935,690,96,2,11.46,12,0.78,3,2,1,1,1,2,0,0
241164,23,148160,227863,657,35,4,4.24,12,0.39,0,1,2,1,1,2,1,0
13437,53,146258,16845,323,32,3,12.32,48,0.41,2,3,0,0,1,3,0,0
234297,59,121415,125318,746,102,4,20.68,12,0.66,3,3,0,1,0,1,0,0
35073,37,81901,158753,363,19,1,23.58,24,0.63,0,0,1,1,0,1,0,0
216717,35,60465,209455,752,26,1,9.57,12,0.71,2,3,2,1,1,3,1,0
9528,33,87135,230372,700,58,3,10.48,12,0.74,0,0,2,0,0,2,1,0
161291,30,122089,226967,743,5,4,12.68,48,0.4,2,1,2,0,0,2,0,0
62992,32,114437,98253,721,58,4,20.93,36,0.16,0,1,0,0,0,2,1,0
114708,52,97627,100538,704,82,1,16.84,48,0.55,0,2,0,1,0,2,0,0
142828,27,83743,39194,326,66,2,22.99,60,0.12,1,0,1,1,1,0,0,0
124747,61,45336,21494,635,18,3,4.76,36,0.62,2,2,0,1,1,1,1,0
195530,37,44526,171313,613,89,3,9.79,60,0.2,0,3,2,0,1,1,0,0
173589,48,142611,127816,477,20,1,13.74,60,0.11,3,2,0,0,0,4,1,0
52557,33,97375,227497,657,66,2,14.37,48,0.76,1,1,1,0,0,1,0,0
26223,51,15598,103028,701,105,4,10.95,60,0.47,2,3,2,0,1,0,1,0
198815,25,137017,30985,718,32,1,18.14,48,0.23,0,1,2,0,1,2,0,0
211900,32,126027,206179,517,75,2,4.16,60,0.3,2,2,0,1,0,4,1,0
155075,24,64727,230288,837,82,1,9.02,24,0.58,1,2,1,1,0,0,0,0
56918,20,16392,242944,811,99,2,10.89,60,0.16,2,0,1,0,0,2,0,0
254389,38,130073,20464,757,67,1,4.87,48,0.66,2,0,0,0,0,2,1,0
175048,22,111696,149181,836,110,1,14.9,36,0.5,1,0,1,1,1,1,1,0
75413,67,25355,114914,713,100,4,9.37,12,0.32,3,2,0,0,0,0,0,0
7654,48,61762,109037,731,82,2,14.47,12,0.48,0,1,2,0,1,4,0,0
103953,39,54641,152506,554,85,3,14.6,48,0.4,0,2,2,0,0,4,1,0
8656,30,55638,199357,561,88,1,15.4,24,0.23,1,0,0,1,0,1,1,0
172309,59,107641,172946,626,103,3,9.47,12,0.82,1,0,0,0,0,2,1,0
58813,64,58472,220841,474,106,2,13.32,60,0.53,3,2,2,1,0,2,0,0
19200,62,89997,79376,502,54,3,2.98,12,0.28,3,0,1,1,1,3,1,0
75371,54,49165,70767,587,3,4,14.7,12,0.34,3,1,2,1,0,2,0,0
211171,69,91650,187582,729,22,3,13.8,60,0.41,1,3,2,0,1,1,1,1
182262,66,138069,244162,562,30,2,11.87,24,0.53,1,2,0,1,0,1,1,0
248950,25,118244,44756,713,100,1,19.8,60,0.7,0,0,0,1,1,0,0,0
163853,51,147192,213793,318,52,3,3.95,36,0.64,2,3,1,0,1,4,1,0
129122,40,139010,204406,543,12,2,22.19,48,0.75,1,0,0,1,1,3,0,0
34359,35,93195,211352,328,69,1,17.49,12,0.5,1,2,0,0,1,3,1,0
94076,21,85881,170557,420,41,1,13.07,36,0.29,0,0,2,1,0,3,0,1
232448,30,79462,191171,604,105,2,4.77,12,0.59,3,1,2,1,1,1,1,0
176074,47,22155,56357,819,43,4,18.87,48,0.22,2,1,0,1,1,0,1,0
187940,59,72692,101557,684,56,3,6.49,24,0.39,1,3,0,1,0,0,0,0
172367,59,69482,14972,379,52,3,16.44,36,0.71,2,1,0,1,1,0,0,0
98702,22,97742,240641,639,51,1,16.07,60,0.75,1,0,2,1,0,0,1,1
102675,48,120841,54834,533,61,3,2.53,36,0.27,0,3,0,1,1,1,0,0
25841,60,88474,113220,752,113,1,3.68,60,0.48,2,1,2,0,0,0,0,0
245492,59,116924,150175,704,102,1,16.14,48,0.34,1,2,0,1,1,3,1,0
250509,40,33848,33502,643,11,2,14.46,12,0.26,1,0,2,1,0,1,0,0
65566,67,106623,103410,403,53,3,5.45,36,0.47,1,3,1,1,1,2,0,0
89006,63,101923,245607,641,36,2,4.92,12,0.49,3,0,0,1,0,1,1,0
85306,58,38517,207042,374,13,2,3.99,60,0.22,2,1,0,0,1,3,1,0
94264,67,126049,164698,578,88,2,16.34,48,0.59,2,2,0,0,0,1,0,0
13453,37,83356,159752,472,20,4,20.05,60,0.71,1,2,0,0,1,4,0,0
19494,41,29231,211425,570,56,3,20.43,48,0.49,1,0,0,1,1,3,0,0
17857,60,117914,53754,590,1,1,7.27,12,0.21,3,2,2,1,0,4,1,0
40553,24,85285,152903,811,73,3,13.42,12,0.84,3,0,2,0,0,1,1,0
15261,24,126497,204753,839,112,1,24.27,60,0.3,2,2,0,1,0,2,0,0
254774,62,71673,146218,586,23,2,7.71,24,0.65,0,1,0,1,1,0,0,0
5667,63,43028,203077,577,13,1,21.26,48,0.24,0,1,1,1,0,2,1,0
140312,56,86700,74040,640,22,3,24.86,36,0.17,1,1,2,0,0,3,0,0
254490,35,86948,158123,628,91,3,9.79,12,0.84,3,1,1,1,0,1,0,0
211018,44,120071,100183,456,60,3,19.98,48,0.34,1,2,1,1,1,3,1,0
238311,37,137742,109789,567,15,4,16.79,60,0.37,0,0,2,0,0,0,1,0
222855,50,40942,143543,496,64,3,23.82,48,0.45,0,2,2,1,1,2,1,0
28111,34,114638,217649,561,38,2,11.45,48,0.33,3,3,0,1,0,3,0,0
93312,41,110052,87874,726,63,1,12.62,48,0.83,0,2,0,1,0,2,1,0
154869,36,44968,172816,730,111,1,23.88,60,0.28,2,2,0,1,1,3,0,0
125466,64,85753,21445,413,46,4,8.12,60,0.63,2,3,1,0,0,2,0,0
167467,33,127976,179887,528,39,4,6.2,48,0.12,1,3,0,0,1,2,0,0
248116,18,43438,191648,388,27,1,21.0,12,0.16,2,2,0,1,1,4,1,1
52708,40,55622,163752,652,113,2,19.96,36,0.69,0,3,2,1,0,3,0,1
220027,20,136674,142349,566,65,1,4.16,24,0.4,1,3,1,0,1,0,0,0
20050,63,92394,190877,781,11,3,6.74,60,0.12,0,0,1,0,0,2,0,0
105962,54,109829,67387,434,40,1,23.57,24,0.83,0,2,0,1,1,4,0,0
73824,20,137471,136444,532,36,4,5.88,48,0.18,1,2,1,1,1,0,0,0
41037,60,92825,152076,411,4,2,15.03,60,0.7,1,1,2,0,1,4,1,0
197970,39,120471,162818,789,95,2,15.09,48,0.12,2,2,2,0,0,0,1,0
226552,66,130654,156733,647,57,3,23.6,48,0.68,1,0,2,1,1,3,1,0
198038,50,109022,14206,394,30,4,5.43,12,0.49,0,0,2,0,1,1,0,0
232217,33,59914,182598,498,103,2,3.63,36,0.68,0,3,1,0,1,0,0,0
212381,55,77462,46917,681,43,1,3.64,24,0.77,2,2,1,0,0,4,0,0
113513,67,52101,23725,337,110,2,5.91,24,0.19,0,2,0,0,1,1,1,0
101568,62,137814,91758,743,12,1,4.38,12,0.52,0,0,1,1,0,4,0,0
198694,57,94531,71013,532,118,2,20.69,60,0.31,2,2,0,0,1,2,0,0
91232,31,73473,17857,647,60,4,4.04,12,0.74,2,0,1,0,1,4,0,0
36536,65,66998,52159,640,55,4,19.61,24,0.53,0,3,1,0,1,2,1,1
203782,69,134303,137171,545,56,4,4.72,24,0.69,2,3,0,1,1,3,0,0
66159,43,72462,183779,672,30,3,19.82,48,0.79,2,0,1,1,0,3,1,0
118101,31,119219,242447,416,81,3,12.96,24,0.29,1,1,0,0,1,4,0,0
157329,39,47967,248133,489,23,3,14.5,60,0.56,1,0,2,1,0,2,1,0
202568,60,108143,61886,673,88,1,17.07,48,0.23,2,2,2,0,1,1,1,0
93540,60,19790,139397,758,108,4,14.93,36,0.54,2,0,2,0,1,4,1,0
62909,48,123108,40963,497,101,1,9.73,24,0.52,0,2,0,1,0,2,1,0
28757,63,143754,121755,545,81,3,7.24,60,0.67,2,0,1,0,0,4,1,0
114983,32,76581,77868,838,36,1,7.65,60,0.4,0,1,1,0,0,2,1,0
206867,40,88280,37700,401,68,4,6.52,48,0.5,1,1,2,1,0,4,1,0
49446,39,29676,236285,513,0,2,11.29,12,0.77,3,3,0,1,0,3,0,0
231283,26,20811,195717,608,56,4,7.45,24,0.82,1,0,2,0,0,3,0,1
43027,41,142212,150890,524,116,3,20.31,36,0.55,3,1,2,0,0,4,0,0
195940,48,83505,103354,707,7,2,7.21,48,0.76,2,2,0,0,1,0,0,0
144332,18,57991,224015,309,116,3,18.64,24,0.56,1,3,2,1,0,2,1,0
80507,58,33141,42232,526,2,1,12.23,48,0.35,0,1,0,0,1,1,0,0
2167,55,73483,143130,809,109,2,22.71,24,0.4,3,1,1,0,0,4,1,0
212571,61,98008,174053,361,61,1,2.33,12,0.75,3,1,1,1,1,2,0,0
156883,30,124587,133184,799,73,2,10.48,24,0.13,3,0,0,0,1,3,1,0
183933,59,40422,45511,513,36,3,10.3,24,0.48,2,1,1,0,1,4,1,0
2577,28,118432,28467,522,5,1,9.94,12,0.29,3,3,2,0,1,0,1,0
80155,22,91165,92226,612,83,2,5.95,48,0.22,1,3,1,1,0,1,0,0
145914,23,17285,201338,789,19,1,16.76,24,0.28,1,0,1,1,0,0,1,0
38929,48,143890,72690,472,89,2,3.41,12,0.16,3,1,0,1,0,1,0,0
168713,34,93352,31915,586,76,4,16.68,24,0.82,1,2,0,1,0,0,0,0
66813,49,50263,115085,390,84,3,6.72,60,0.68,0,2,0,0,0,0,1,0
210925,43,104080,19981,368,3,1,7.57,12,0.48,1,1,2,0,0,2,0,0
41021,67,42174,117263,419,115,4,6.55,12,0.85,3,2,0,1,1,0,1,0
97979,48,65689,84154,349,40,3,18.79,24,0.37,3,1,0,0,0,1,1,0
29189,44,105939,135846,670,11,4,2.06,48,0.43,0,0,1,0,1,0,1,0
117549,65,138452,51017,774,51,4,5.77,24,0.87,3,2,2,1,0,2,0,0
41867,43,127143,219279,641,31,4,15.15,48,0.27,0,1,2,1,1,4,0,0
10013,36,24468,33799,325,25,2,5.21,36,0.23,1,1,2,0,0,1,1,0
35295,69,102301,179900,613,14,1,19.65,60,0.42,1,1,0,0,0,1,0,0
114891,26,116542,187122,713,2,2,24.16,36,0.36,3,3,0,0,0,2,1,1
207244,64,103506,13869,378,111,3,24.04,12,0.32,3,1,0,0,1,2,0,0
210567,25,90204,19759,347,21,3,7.94,48,0.65,0,2,2,1,0,4,1,0
237410,22,38516,30906,457,35,1,15.91,12,0.38,1,1,0,1,0,2,1,0
142407,68,17536,21402,756,57,3,16.49,36,0.23,1,2,0,0,1,2,1,0
64342,60,111230,238637,348,95,2,16.02,12,0.25,1,1,0,0,1,1,0,0
80700,38,112833,174068,723,55,1,9.42,12,0.69,0,0,0,1,0,2,1,0
132776,40,95014,184789,591,17,2,19.57,60,0.44,0,3,0,1,1,4,0,1
30781,36,92611,107250,729,86,2,12.35,12,0.64,2,3,1,0,1,2,0,0
91376,66,112150,185717,415,72,4,19.61,48,0.38,0,1,0,0,0,0,0,0
196747,67,41400,17930,700,73,2,8.87,60,0.59,2,1,1,0,0,1,1,0
229410,27,88196,116735,670,103,4,22.24,12,0.71,1,1,0,1,0,2,0,0
149135,59,92949,153415,615,17,1,15.55,24,0.8,0,3,1,0,0,2,1,0
222176,52,99799,246778,652,96,1,6.24,36,0.37,3,1,1,0,1,4,1,0
32359,40,138481,11762,349,96,1,10.65,24,0.47,3,1,0,1,0,0,0,0
214807,55,32445,57917,608,36,4,15.62,60,0.56,1,3,0,0,0,4,0,0
76141,44,98670,114572,587,23,3,13.73,24,0.41,0,1,0,1,1,3,0,0
149308,53,135912,233690,510,52,2,7.46,12,0.24,1,3,1,1,1,0,0,0
184049,47,82462,164815,677,118,4,20.95,24,0.35,3,3,0,0,0,1,1,0
146755,53,138261,50219,775,33,3,9.73,60,0.51,3,2,0,0,0,4,0,0
209498,45,15440,236623,584,32,4,9.39,48,0.23,0,1,2,1,1,0,1,1
194804,22,109158,240087,423,33,2,9.94,48,0.66,0,2,1,1,1,4,0,1
152985,24,116083,121466,742,49,4,20.0,48,0.55,1,3,0,0,0,2,1,0
107016,34,98400,108401,374,73,1,16.82,60,0.75,0,1,2,1,1,2,0,0
192561,29,139488,12695,717,74,4,11.59,48,0.52,1,2,2,1,0,3,1,0
202813,24,42304,141563,507,91,3,9.21,12,0.53,0,3,2,1,1,2,0,1
240880,65,141783,84529,447,97,1,10.2,36,0.29,1,2,2,0,0,4,1,0
246780,62,103781,76603,510,55,4,6.92,24,0.75,2,1,1,0,1,1,0,0
225290,36,44895,245213,660,46,4,19.62,36,0.75,0,2,2,1,0,1,0,1
100216,60,91943,133975,656,49,3,11.0,60,0.48,0,1,2,0,1,1,1,0
206043,53,21169,104906,631,54,2,4.79,12,0.64,3,2,2,0,1,0,1,0
218227,35,50035,192440,467,117,2,7.85,36,0.81,0,0,2,0,1,0,0,0
146423,40,131140,196064,786,104,4,6.69,36,0.43,0,2,2,1,0,4,1,0
84545,29,95486,8647,793,10,4,17.78,24,0.41,2,1,2,1,1,1,1,0
148365,63,64666,7750,710,90,1,2.88,36,0.24,3,2,2,1,1,4,1,0
229882,33,132780,116343,312,7,1,20.45,36,0.42,3,0,2,0,0,4,0,0
33661,69,68388,195222,418,83,3,14.39,60,0.26,1,1,0,1,0,0,0,0
220275,19,49567,108242,547,86,2,9.77,24,0.24,1,3,1,1,0,3,0,0
97040,57,139692,101512,398,71,4,9.37,12,0.29,0,2,0,1,0,1,1,0
155268,40,142447,191651,739,31,1,10.38,60,0.65,3,3,1,0,0,4,0,0
100235,51,48436,171523,637,3,4,21.59,36,0.57,3,0,1,0,0,2,0,1
123218,65,43558,210275,340,62,2,5.06,12,0.7,3,3,0,0,0,1,0,0
219417,18,60251,227189,745,69,2,21.29,24,0.72,0,0,2,1,0,1,1,1
137290,67,37221,195149,589,112,4,3.94,36,0.12,1,2,1,0,1,4,0,0
195888,26,126393,86333,645,97,3,8.72,36,0.78,2,3,1,0,1,2,1,0
195033,29,83763,132050,651,56,1,8.96,60,0.88,1,0,0,1,0,2,0,0
61192,48,144937,22303,502,55,2,7.96,12,0.59,2,3,1,0,0,3,1,0
165807,64,95026,136317,359,42,2,15.06,24,0.48,3,0,0,0,0,4,0,0
17652,27,89034,94205,457,33,3,24.66,12,0.8,2,3,2,0,0,1,1,0
71173,47,45095,125109,715,2,3,6.86,48,0.58,2,0,1,1,1,0,1,1
198434,46,114290,183038,434,59,2,2.87,48,0.6,0,3,0,1,0,3,1,0
230714,67,118943,106657,803,36,2,2.31,36,0.39,3,0,0,1,0,0,1,0
41274,26,69536,135442,754,94,2,12.22,24,0.43,2,2,1,1,0,2,0,0
76754,31,102810,128931,786,50,1,20.25,36,0.77,0,3,1,0,0,2,1,0
222715,54,142941,49997,705,12,2,10.06,48,0.64,1,0,1,1,1,0,0,0
21025,38,80354,140980,484,110,2,8.09,12,0.18,3,1,0,0,1,0,1,0
94921,61,134627,214160,799,85,2,16.27,48,0.85,3,0,1,1,0,2,0,0
216821,54,112763,80320,397,78,2,24.48,60,0.59,2,1,0,1,0,1,0,0
49285,25,27183,125878,405,95,1,16.18,24,0.73,2,2,2,1,1,3,0,0
53493,64,66218,99310,660,89,4,14.22,36,0.67,1,1,2,1,1,0,0,0
55305,28,17005,191670,392,19,4,19.12,48,0.53,2,3,0,0,0,4,0,1
68955,25,68528,76696,747,66,2,15.23,24,0.34,1,2,1,1,1,2,1,0
22230,50,58394,161797,717,62,1,7.53,24,0.52,1,1,2,1,1,1,1,0
184392,55,102061,75818,608,48,2,12.03,12,0.64,0,1,0,0,1,1,0,0
122676,56,84472,78480,496,111,4,20.76,48,0.33,1,0,1,1,0,0,1,0
20562,26,138171,164325,362,82,1,20.53,12,0.34,3,2,1,0,0,3,1,0
25524,21,39800,126826,363,43,4,5.85,36,0.82,0,0,0,0,1,4,1,0
184679,55,92451,180754,591,39,1,9.12,24,0.38,2,3,0,0,0,3,1,0
84418,32,62916,235374,593,26,4,5.52,12,0.14,2,2,1,0,1,0,0,0
155824,38,120079,38794,319,87,3,12.38,24,0.6,0,2,0,0,0,1,1,0
245052,56,143121,161251,403,80,3,3.2,36,0.18,2,1,1,1,1,3,1,0
81546,28,112252,141942,719,8,2,14.59,12,0.72,1,2,2,0,1,1,0,0
251398,36,50762,144270,648,107,1,16.84,60,0.26,1,3,1,0,1,2,0,0
220489,69,149403,201567,714,97,1,13.57,36,0.23,3,2,1,0,0,1,1,0
96048,57,49538,119491,528,74,2,16.53,48,0.64,3,2,1,1,0,0,1,0
7963,27,19289,196360,448,41,4,5.05,12,0.63,0,2,1,0,1,0,1,1
182207,19,100328,11477,521,89,4,10.3,60,0.72,1,1,0,1,1,1,1,0
237905,23,135257,143743,840,26,4,20.18,48,0.82,2,1,0,0,0,2,0,0
57647,42,124745,118854,588,67,3,10.39,12,0.76,1,0,1,0,0,0,1,0
165262,25,100363,176976,378,44,1,13.45,48,0.69,0,1,0,0,0,3,1,1
214366,30,138791,34699,410,117,3,23.32,24,0.31,3,2,1,1,0,3,0,0
189793,45,112919,183998,478,78,1,8.58,48,0.84,3,3,0,0,1,3,0,0
6790,56,77388,55233,362,43,2,24.47,60,0.35,3,0,1,1,1,3,1,0
123320,28,98019,190052,482,50,4,5.85,60,0.26,3,0,0,0,1,1,0,0
110637,65,53532,50573,356,57,4,18.58,24,0.6,2,1,1,1,0,3,0,0
175371,40,143809,10781,581,23,3,13.58,48,0.58,1,3,0,0,1,1,1,1
210224,25,43674,231518,533,22,3,10.48,36,0.35,2,3,1,1,0,0,0,1
93393,60,116370,113783,539,111,1,19.81,36,0.71,2,1,1,0,1,2,0,0
158200,67,111326,122921,718,114,2,13.53,48,0.67,3,2,0,1,0,1,1,0
99244,22,35318,121672,561,30,3,4.32,36,0.46,1,1,1,1,1,2,0,1
85452,57,53048,17442,668,5,4,19.55,12,0.77,3,0,0,1,0,1,0,0
11106,49,127104,38730,459,9,2,5.09,36,0.51,1,2,0,1,0,4,1,0
159897,57,75043,223926,817,4,4,19.44,36,0.28,3,2,1,1,0,1,1,0
61034,35,18134,72955,782,23,2,21.22,12,0.75,2,0,1,0,1,3,1,0
216337,26,74470,213187,593,53,3,24.05,60,0.52,0,2,0,1,1,3,1,0
75750,22,146953,192334,677,11,4,14.7,36,0.47,3,1,2,0,0,4,1,0
111976,34,22678,197589,418,38,4,13.22,36,0.19,2,2,2,0,0,3,0,0
109593,24,59936,150111,386,119,3,20.06,48,0.32,3,1,2,1,0,2,0,0
44460,52,68808,34013,528,18,4,6.77,48,0.44,1,1,1,1,0,1,0,0
56418,40,88786,243118,537,84,2,22.04,36,0.88,3,3,1,1,1,2,0,0
218709,27,96521,11799,434,76,1,9.7,36,0.75,1,3,1,0,0,1,1,0
194709,34,87329,106246,641,50,1,21.66,60,0.83,1,2,1,1,1,4,1,0
54096,38,19983,112569,530,85,2,10.8,48,0.65,2,1,0,1,0,1,0,0
22432,27,62106,82103,598,64,3,5.79,12,0.43,2,0,0,1,0,1,1,0
207594,32,63077,168121,519,47,2,19.66,60,0.45,2,0,0,0,0,4,1,1
89080,23,135789,110636,820,8,3,20.34,24,0.54,2,3,1,1,0,1,0,0
29372,27,24986,82196,346,77,2,14.73,12,0.79,0,1,1,1,0,4,0,0
74498,42,139028,213711,331,114,2,10.38,36,0.89,2,2,0,0,1,0,1,0
158049,43,64931,132027,490,56,2,22.48,60,0.85,3,1,2,1,0,1,1,0
178582,37,49367,114537,465,56,3,17.36,60,0.31,3,0,2,1,0,2,0,0
44136,55,103301,34983,386,39,3,9.2,12,0.89,0,0,2,1,0,0,1,1
238091,25,35319,73962,647,79,2,24.29,48,0.2,2,1,2,1,1,0,1,0
187766,55,63188,210522,432,28,3,22.77,24,0.32,1,3,1,1,0,0,0,0
189142,34,123854,216054,324,110,3,11.56,60,0.72,1,0,0,1,0,2,0,0
174363,36,33388,211311,542,18,2,11.72,60,0.53,0,3,2,0,0,2,0,0
146367,68,130927,45067,397,66,2,12.0,12,0.45,1,0,0,1,0,0,0,0
176408,51,19530,169176,455,69,1,11.77,24,0.85,0,2,0,1,0,4,0,0
99103,45,125304,147037,420,13,4,8.05,48,0.43,0,1,1,1,0,0,1,0
94972,49,54249,225358,532,89,2,13.49,48,0.65,0,1,2,0,1,2,0,0
164326,61,98382,92965,624,109,1,15.11,48,0.17,0,3,2,1,0,2,0,0
18870,40,86663,104474,518,10,3,2.14,36,0.72,3,3,1,1,1,2,1,0
114811,38,39185,132204,551,40,4,3.92,12,0.58,0,0,1,1,1,4,1,0
232057,28,97249,24760,666,46,4,9.03,60,0.24,1,3,1,0,1,4,0,0
212207,29,18568,73841,668,55,3,6.55,48,0.88,2,1,1,0,0,1,1,0
109842,62,49571,229552,440,31,1,10.73,36,0.46,0,1,0,1,1,1,0,0
130826,50,104091,33760,737,103,3,13.45,36,0.8,3,0,2,1,0,4,1,0
79622,20,90445,98228,547,107,3,9.9,48,0.78,0,0,0,1,1,1,0,0
53514,68,46772,188590,653,104,3,14.25,48,0.73,0,1,2,0,1,3,1,0
127634,43,25085,237793,761,94,3,11.68,24,0.64,3,1,1,1,1,2,1,0
180717,40,111616,34204,331,57,1,2.68,48,0.58,1,1,2,1,0,4,1,0
169485,37,87749,230503,623,29,2,17.83,36,0.13,3,3,0,0,0,4,1,1
129319,55,62091,173562,524,30,4,12.44,24,0.63,0,0,0,0,1,4,1,0
122278,22,66364,231336,751,68,2,23.08,60,0.6,3,1,2,1,0,3,1,0
4898,19,37182,187450,652,21,4,24.97,48,0.44,3,0,0,1,1,1,1,1
4658,55,31015,131714,520,39,4,9.49,24,0.4,0,1,0,1,1,1,1,0
249450,41,101149,20410,839,117,1,12.87,24,0.82,0,1,1,0,0,4,1,0
23725,65,38862,194637,574,109,3,7.09,12,0.75,1,0,0,1,0,3,1,0
241429,65,73698,170875,323,54,4,2.22,24,0.87,1,1,2,1,1,1,1,0
193355,56,126998,182676,782,61,1,4.05,12,0.75,3,2,1,0,1,3,0,0
198629,52,82021,142578,633,27,3,24.75,36,0.58,1,0,2,1,0,4,1,0
238718,44,116953,113780,490,28,3,11.15,36,0.17,3,0,0,1,0,1,1,0
254893,45,42971,16126,652,53,2,14.29,24,0.57,2,0,1,1,0,2,1,0
119453,36,54863,24720,733,41,2,22.3,60,0.65,1,3,1,1,0,3,0,1
164860,57,80310,95649,647,40,4,16.54,24,0.48,1,0,0,1,1,4,1,0
176094,20,19646,191221,563,97,1,19.52,12,0.77,2,1,2,1,1,0,1,0
166125,31,47172,217334,514,27,3,17.12,12,0.78,2,2,2,0,1,1,1,1
36830,48,79621,68721,683,84,1,6.75,36,0.25,0,1,0,1,1,1,1,0
151534,53,54175,182398,581,13,2,5.37,12,0.26,1,0,2,0,0,1,0,0
213601,23,123186,32941,588,3,4,19.8,36,0.66,2,3,0,1,0,0,1,1
142080,54,127964,169710,797,106,2,11.9,36,0.55,3,1,0,1,0,3,1,0
7285,39,73365,84208,357,22,1,7.36,12,0.85,1,3,2,0,1,3,1,0
204935,42,17925,203792,803,62,1,3.26,60,0.35,1,0,0,0,1,3,1,0
195567,46,133040,82081,475,105,2,22.05,48,0.63,1,2,1,0,0,2,1,0
164360,42,56885,163668,345,5,4,14.4,12,0.84,1,1,2,1,0,0,1,1
