age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,education,employment_type,marital_status,has_mortgage,has_dependents,loan_purpose,has_cosigner,default_status
47,25969,35285,565,51,3,15.31,24,0.75,0,1,1,1,1,2,1,0
44,83341,245060,539,68,3,9.5,60,0.9,0,0,0,0,1,4,0,1
54,18667,96595,594,48,1,7.19,48,0.7,3,2,0,0,0,2,1,0
24,90597,137140,606,114,1,24.65,60,0.51,1,0,0,0,0,1,1,0
39,109465,210346,572,44,1,10.54,24,0.85,3,0,2,0,0,2,0,0
57,69226,224335,588,55,3,22.8,12,0.65,1,1,2,1,0,2,0,0
57,144433,106873,680,72,3,2.41,36,0.83,0,3,0,0,1,3,1,0
60,87548,9192,322,103,4,9.06,24,0.57,0,1,0,1,1,3,1,0
33,111250,134337,750,46,1,23.7,48,0.26,0,0,0,0,1,2,1,0
54,77455,194782,313,14,4,9.13,48,0.64,2,3,2,0,0,0,1,0
60,122430,29378,508,41,2,5.14,60,0.73,0,1,1,0,0,1,1,0
68,66324,181236,506,82,2,23.66,24,0.2,2,0,0,1,0,2,1,0
37,122200,167230,589,100,4,17.68,36,0.26,1,2,1,1,1,4,1,0
38,35233,85662,387,93,4,16.2,48,0.12,1,3,0,1,1,1,1,0
30,24983,97367,687,29,2,15.09,48,0.11,1,2,1,1,0,2,1,0
68,81421,126610,520,31,1,2.4,60,0.52,3,1,1,1,1,2,0,0
63,118829,213633,778,20,4,4.66,12,0.81,3,3,2,0,0,2,0,0
52,95105,108543,594,75,4,3.48,36,0.16,2,0,1,1,0,1,1,0
64,89680,47124,475,100,2,8.14,60,0.12,0,1,0,0,1,4,1,0
67,49621,32587,611,58,4,14.13,12,0.76,1,0,0,1,1,4,0,1
66,125298,16021,760,1,3,13.38,36,0.39,1,0,1,1,1,1,0,0
35,74323,161401,518,63,3,10.89,36,0.22,3,1,1,1,0,1,1,0
41,123739,55267,355,34,4,18.3,48,0.63,0,0,1,0,0,2,0,1
33,132951,10602,629,12,2,4.05,12,0.7,0,0,1,0,1,3,0,0
48,106973,243279,664,88,1,8.56,48,0.55,3,0,0,0,1,2,0,0
46,24101,124395,456,84,2,14.31,60,0.26,1,1,1,0,0,4,1,1
18,109762,125518,779,102,3,14.83,12,0.69,1,0,1,0,0,2,0,0
51,98435,156778,686,20,3,12.39,60,0.89,2,2,0,1,1,2,0,0
46,80977,187258,475,119,4,18.17,60,0.29,1,1,1,0,0,4,0,1
32,17196,194691,732,7,1,24.28,48,0.77,3,3,1,1,1,3,1,1
18,80382,5996,635,19,2,21.0,24,0.5,3,2,0,1,0,0,1,1
65,138670,54445,748,97,4,13.42,60,0.31,1,2,2,0,1,3,0,0
41,139112,38661,772,41,2,16.33,36,0.72,0,0,2,0,1,2,1,0
35,128137,155245,374,49,3,16.92,36,0.25,0,1,2,0,1,0,1,0
61,147467,67199,353,97,4,23.9,60,0.68,1,3,2,0,0,3,0,0
61,111412,67517,701,58,2,8.89,60,0.77,3,1,0,0,1,0,0,0
68,37937,95623,643,38,2,5.68,36,0.73,0,0,0,1,1,4,1,0
68,139131,100524,303,66,1,20.81,60,0.69,1,2,1,0,0,0,0,0
50,16477,218847,487,47,3,9.02,36,0.2,2,1,0,0,1,2,1,0
22,143042,186839,551,80,2,21.82,60,0.72,3,0,0,1,0,2,0,0
48,140064,203878,481,86,4,11.61,12,0.58,2,0,2,1,1,4,0,0
36,96943,9784,609,25,3,13.98,24,0.27,0,3,1,0,0,0,0,1
39,129679,55165,667,117,1,5.69,36,0.18,3,1,1,1,1,1,1,0
43,38819,127497,783,8,2,7.55,12,0.27,3,2,2,0,0,3,0,0
24,148523,114335,636,39,4,14.76,36,0.16,3,1,2,1,0,4,1,0
47,49992,141849,319,29,2,7.27,24,0.87,1,0,1,0,0,2,1,0
57,48798,166681,548,85,1,20.24,60,0.14,0,2,2,0,1,2,1,0
42,32544,233101,327,19,4,3.51,48,0.53,3,3,2,1,1,4,1,0
54,113503,32655,461,71,1,15.14,48,0.12,0,1,2,0,1,2,1,0
35,77157,245958,635,26,4,16.41,36,0.19,2,1,1,1,1,2,0,0
19,38308,236176,784,15,3,8.5,36,0.88,3,0,0,1,0,4,0,0
51,147981,63553,329,93,1,15.32,60,0.62,2,0,1,1,0,4,0,0
41,115564,10386,664,102,4,7.31,48,0.59,3,2,0,1,0,0,1,0
64,102915,141217,699,98,2,8.61,36,0.56,0,1,2,0,0,1,0,0
46,21923,200035,556,6,3,15.55,12,0.56,2,0,1,1,1,4,0,0
61,30351,131062,423,113,4,9.98,36,0.19,3,2,2,1,1,4,1,0
27,120199,192977,697,49,2,5.13,36,0.7,2,2,0,0,1,1,0,0
48,80379,58513,529,88,3,12.54,24,0.26,1,0,2,0,1,4,1,0
63,27266,68181,610,105,1,3.15,12,0.18,3,0,2,0,1,2,1,0
24,59748,211549,607,73,3,18.81,24,0.25,1,1,1,0,1,0,1,1
66,42860,155228,784,91,2,16.49,60,0.42,1,2,2,0,0,2,1,0
51,119054,229096,500,85,1,14.85,12,0.72,3,0,1,0,0,0,0,0
46,60797,14107,331,11,4,13.6,12,0.16,1,3,0,1,1,1,1,0
55,48310,190409,343,52,4,4.17,24,0.19,2,1,2,1,1,2,1,1
46,82480,202690,612,111,1,20.31,48,0.67,0,1,1,0,1,2,1,0
40,124087,101623,570,18,4,19.51,12,0.74,1,0,0,0,1,2,1,0
59,45181,215966,446,15,3,17.1,60,0.72,0,0,1,0,0,3,0,0
68,132592,49760,431,16,4,22.14,48,0.63,3,3,2,0,1,1,1,0
28,77876,52098,393,106,2,11.75,12,0.64,0,0,1,1,1,2,0,0
61,58100,199071,620,29,3,16.99,12,0.46,0,0,2,0,1,4,1,1
69,106786,236107,540,36,1,8.05,24,0.47,0,3,2,1,1,4,1,0
39,139449,7421,685,28,1,14.3,60,0.18,1,0,2,0,1,4,0,0
19,19789,110283,537,19,4,17.93,24,0.18,3,3,0,0,1,0,1,0
21,71815,54610,352,34,1,11.69,24,0.5,1,2,0,1,1,0,0,0
50,125188,67159,678,42,3,12.89,60,0.65,0,2,2,1,1,4,0,0
64,134528,120141,539,108,4,20.1,12,0.69,0,2,2,1,1,0,1,0
31,144755,69470,831,74,4,11.9,60,0.37,2,3,0,1,0,4,0,0
64,86908,158425,761,27,3,13.75,60,0.75,0,3,2,0,1,0,0,1
30,91577,93325,657,63,1,12.02,60,0.79,0,1,0,1,1,4,0,0
28,43849,97974,669,109,1,21.42,48,0.53,1,3,1,1,1,1,1,1
18,62954,207784,463,55,4,5.9,48,0.27,3,0,2,0,1,4,1,0
38,144549,87646,672,111,2,10.0,48,0.18,3,3,0,1,0,4,0,0
68,92817,104848,623,36,2,4.68,36,0.8,1,0,1,0,1,1,0,0
50,15981,225422,709,78,2,19.1,48,0.17,2,3,2,1,0,1,1,0
36,73497,239127,644,78,1,10.79,60,0.2,0,3,0,1,0,3,1,0
63,125492,201412,596,73,3,17.78,36,0.7,3,3,0,0,0,1,1,0
60,139974,239717,302,93,2,15.68,36,0.23,2,3,2,0,1,4,1,0
19,62475,111330,703,89,1,2.79,36,0.23,0,2,0,0,0,4,0,0
64,142278,240265,661,22,3,14.07,48,0.37,0,1,0,0,0,1,0,0
55,120894,227389,814,65,1,3.17,24,0.72,0,0,0,0,1,2,0,0
38,43065,114452,633,83,4,12.37,60,0.68,3,0,0,1,1,0,0,0
33,77405,7005,374,64,4,15.88,36,0.45,3,0,0,1,0,1,0,0
52,80443,54042,589,56,2,22.95,36,0.16,3,0,0,0,0,3,0,0
24,43888,160331,426,47,2,15.3,36,0.83,0,0,2,1,0,3,0,1
58,90202,72825,342,48,2,7.47,12,0.66,3,3,2,0,1,2,0,0
57,43047,139621,646,54,4,14.31,48,0.85,0,3,0,1,0,3,1,0
21,132337,225627,346,32,3,2.22,12,0.19,0,3,0,0,1,1,1,1
53,86447,57331,394,22,2,5.33,24,0.81,1,1,0,0,0,0,0,0
66,75172,50203,777,64,1,16.94,12,0.16,1,2,2,1,1,4,0,0
32,142922,190487,846,54,3,6.92,60,0.21,0,3,0,0,0,0,0,0
67,148598,220384,644,19,1,18.16,36,0.49,3,2,0,0,1,2,1,0
45,114609,220087,550,21,4,21.94,12,0.54,0,2,0,1,0,2,1,0
48,100324,42532,364,23,2,10.26,36,0.28,0,0,0,1,0,3,1,0
37,87789,151824,567,15,3,13.54,48,0.49,2,1,1,1,1,1,1,0
44,86767,213454,488,112,1,2.66,36,0.5,0,0,1,1,0,1,0,0
37,73635,217417,723,3,4,21.28,60,0.8,3,2,0,0,0,2,0,0
28,148545,178407,359,28,3,23.05,24,0.3,0,0,1,0,1,0,0,0
43,37157,155319,590,85,3,21.53,36,0.58,3,1,1,0,0,3,0,0
18,119731,25891,849,117,1,17.82,12,0.79,2,3,1,0,0,4,1,0
45,121024,183260,693,97,1,23.99,36,0.57,3,2,1,1,1,3,1,0
37,42746,16607,635,49,4,13.22,36,0.84,0,3,1,0,1,0,0,0
53,21137,88790,640,95,2,15.26,36,0.71,2,2,0,0,0,2,0,0
18,103905,48689,544,59,3,10.17,36,0.46,3,0,0,0,1,2,0,0
48,123477,247049,332,42,4,12.68,60,0.29,1,1,2,1,1,0,0,0
66,56549,65566,413,71,1,6.73,24,0.54,3,2,0,1,1,1,0,0
20,58819,231541,656,38,2,13.64,48,0.54,0,0,2,1,0,3,0,0
34,140583,192660,525,56,2,3.28,36,0.66,1,2,0,1,1,0,0,0
62,33229,155453,731,56,4,5.78,60,0.21,1,0,1,1,0,1,0,0
54,75907,163293,591,17,3,7.19,36,0.8,3,2,2,0,0,1,0,0
28,139953,177248,702,88,2,9.94,48,0.14,3,0,0,1,0,1,0,0
30,105354,241830,655,43,3,9.19,12,0.51,3,3,0,0,0,2,1,0
52,48170,62107,740,38,1,3.29,24,0.58,0,3,0,0,0,4,0,0
60,117412,247452,550,73,1,17.95,60,0.46,1,1,0,1,0,0,0,0
22,130545,157161,690,108,1,21.58,60,0.2,1,0,1,0,0,2,0,0
35,95389,46305,477,80,1,20.66,24,0.15,1,3,2,1,0,4,0,0
68,110784,120474,652,43,3,16.73,36,0.51,0,2,0,0,1,4,0,0
35,37233,72558,531,82,4,12.44,60,0.81,1,3,1,1,1,4,1,0
45,121086,208187,815,48,4,10.5,12,0.14,3,2,2,0,0,1,1,0
29,23102,77557,315,7,3,8.19,12,0.4,1,0,2,0,1,0,1,1
43,149415,188070,634,72,1,22.26,60,0.55,0,3,0,1,0,2,0,0
45,87813,208157,316,16,3,7.69,12,0.9,0,3,2,1,1,1,0,0
64,30532,142580,510,80,2,5.35,60,0.87,3,2,1,1,0,4,1,0
46,116673,49087,454,58,1,6.46,60,0.67,0,2,0,1,1,4,1,0
61,70500,62620,760,111,2,6.48,24,0.45,1,2,2,1,0,3,0,0
54,17415,133267,473,9,4,4.52,12,0.83,2,2,0,1,0,3,1,0
48,73438,143394,461,81,4,14.61,12,0.44,1,0,2,0,1,4,1,0
51,19386,8735,752,112,4,9.77,24,0.4,3,1,1,1,0,0,1,0
59,55183,179131,725,79,3,18.0,24,0.67,2,0,1,1,1,3,0,0
60,93578,71063,374,1,3,13.14,24,0.4,2,2,1,0,1,0,1,0
21,15268,99003,450,26,3,22.14,12,0.14,2,3,0,1,0,2,1,1
23,126943,210846,490,82,3,23.82,36,0.45,0,3,0,1,1,1,0,1
45,88103,175334,349,107,1,14.61,36,0.19,2,0,0,1,1,4,1,0
66,110380,61020,490,92,1,6.92,60,0.53,1,0,2,1,1,4,0,0
39,147529,37885,633,113,1,5.34,48,0.57,3,0,0,1,0,0,0,0
34,138310,245100,709,56,3,16.23,60,0.87,1,3,2,0,1,1,0,0
53,133751,43860,525,86,1,5.83,12,0.27,3,3,0,1,0,4,1,0
61,118119,138067,359,33,3,23.16,12,0.17,2,3,2,0,1,2,0,0
66,69104,212909,569,14,1,7.95,36,0.14,3,3,2,1,1,4,0,0
48,77812,57039,637,71,4,4.49,24,0.7,1,3,2,1,0,2,0,0
48,63874,160016,522,42,2,21.47,24,0.9,2,3,2,1,1,2,0,0
57,20109,125335,758,102,2,12.55,24,0.42,1,0,0,1,0,4,0,0
50,46515,207765,641,89,2,4.23,48,0.86,2,3,1,0,1,3,0,0
47,41405,88840,397,89,3,10.8,24,0.2,1,3,2,0,1,4,0,0
65,31183,178654,697,101,1,14.73,60,0.46,1,0,1,1,1,3,1,0
61,19796,165915,508,39,4,16.11,48,0.27,0,2,0,1,1,3,0,0
37,120577,148518,375,67,4,5.55,60,0.69,3,2,2,1,1,2,1,0
41,132782,217773,401,9,2,13.22,48,0.14,3,1,1,0,0,4,0,0
59,129677,247212,576,105,4,22.69,12,0.77,2,0,2,0,1,1,1,0
66,40372,158097,534,70,2,17.18,24,0.62,1,3,2,1,0,1,0,0
54,70846,16758,824,110,4,11.14,60,0.42,0,2,2,0,0,2,0,0
43,66997,161329,829,43,1,2.91,12,0.21,3,0,2,0,1,3,0,0
67,83661,227550,454,73,2,4.48,12,0.68,0,0,1,0,0,2,0,0
41,79891,243320,843,8,4,6.77,24,0.72,3,1,0,0,0,2,1,0
47,92816,238436,387,0,3,9.96,36,0.76,2,2,1,1,1,2,0,0
44,72541,202127,353,110,1,17.21,36,0.51,1,3,0,1,0,2,1,0
23,54699,129570,675,94,4,13.99,48,0.32,1,1,2,1,1,3,0,1
67,119924,240882,363,62,3,7.42,60,0.17,3,1,1,0,0,3,1,0
28,63640,157471,751,62,3,12.72,24,0.47,1,0,2,1,0,0,0,0
64,141988,79270,843,32,4,16.26,60,0.78,1,3,0,1,0,4,1,1
59,90366,235590,645,92,3,17.86,60,0.61,3,1,1,1,1,2,0,0
32,103098,248695,552,38,3,20.32,24,0.48,3,2,2,1,0,4,1,0
30,86698,176441,643,37,2,18.79,48,0.53,2,1,2,1,1,0,1,0
63,50011,22982,732,66,2,3.44,60,0.7,2,3,1,0,1,3,0,0
63,49832,228425,497,33,1,17.72,12,0.51,2,1,2,1,1,0,1,0
55,84808,180391,391,25,3,5.18,24,0.43,0,3,2,0,1,0,0,0
51,39687,166495,708,5,2,21.99,60,0.54,2,0,1,0,1,3,0,0
68,85100,236030,500,59,1,7.42,36,0.17,1,1,2,0,0,2,0,0
34,89124,136857,695,69,1,8.74,48,0.88,2,0,2,0,0,1,1,0
38,69461,89380,305,117,4,16.51,60,0.28,1,0,2,1,1,2,1,0
18,26543,139408,624,63,2,9.05,60,0.82,2,3,1,0,1,2,0,0
33,98841,192505,367,56,1,12.69,36,0.32,3,1,2,0,0,3,1,0
40,103666,66291,319,91,1,20.27,24,0.15,0,2,1,0,1,2,1,0
56,51831,227556,589,46,1,16.61,12,0.19,3,1,2,1,1,4,1,0
66,23979,143272,685,26,1,21.3,60,0.72,2,3,1,1,1,2,1,0
62,71439,96803,656,34,2,13.81,48,0.53,3,2,0,1,0,2,0,0
20,87466,92813,681,63,2,5.75,36,0.5,0,3,1,0,0,0,1,0
29,17991,73949,767,40,2,11.12,48,0.49,0,1,0,0,0,1,0,0
46,80921,71584,730,89,1,18.97,48,0.15,1,1,2,0,0,0,0,0
26,120175,189170,485,68,1,4.95,60,0.69,2,0,2,0,1,0,1,0
44,43741,30323,840,107,3,22.17,36,0.56,3,0,2,1,0,0,0,0
37,123712,246448,525,19,2,10.62,36,0.54,0,0,0,1,1,3,1,0
49,67266,249168,614,40,1,11.69,36,0.3,2,0,2,1,1,3,1,0
59,86980,199604,738,40,1,19.08,12,0.38,2,0,2,0,1,1,0,0
53,50909,100435,529,82,2,13.58,24,0.32,0,1,2,0,1,4,0,0
49,139706,212668,495,69,3,23.09,12,0.22,2,0,0,1,1,4,0,0
63,113338,202561,413,42,2,16.8,24,0.18,1,3,1,0,1,3,0,0
68,134513,244368,541,0,1,17.46,12,0.88,2,0,0,0,0,2,0,0
61,109344,31592,585,72,3,23.59,36,0.43,0,2,2,1,0,2,1,1
50,120409,138464,689,8,3,7.23,12,0.35,1,3,0,0,1,4,1,0
32,56606,150262,732,22,4,23.38,12,0.73,0,0,2,0,0,4,0,0
25,103230,227943,537,119,3,20.69,24,0.68,1,3,0,0,0,2,0,0
21,109124,26688,569,40,3,9.55,12,0.1,2,1,0,1,1,4,0,0
69,54944,231994,591,76,4,8.64,60,0.49,1,1,1,1,0,1,0,0
63,65522,12792,398,9,4,4.33,24,0.86,3,0,1,0,0,2,0,0
57,76629,136625,668,84,1,18.34,24,0.87,3,2,2,1,1,3,0,0
49,23791,152523,352,116,4,11.41,24,0.83,2,0,2,0,0,0,1,0
36,111517,32544,576,32,3,6.08,12,0.28,1,2,0,0,0,0,1,0
43,115215,210032,545,114,2,8.67,48,0.28,3,2,0,0,1,4,1,0
25,101750,202066,829,70,3,6.81,60,0.84,1,0,1,0,0,3,1,0
54,112821,14014,740,59,3,13.09,12,0.62,2,3,0,0,0,3,1,0
54,40984,50809,313,63,3,12.21,36,0.63,0,1,2,1,0,3,0,0
37,16863,237855,493,34,3,14.16,36,0.3,0,2,1,0,0,3,0,1
47,43913,198562,508,32,2,23.35,12,0.82,2,2,2,0,1,2,1,0
29,40474,18359,555,61,4,14.72,12,0.2,1,2,1,1,0,0,0,0
51,141573,67426,647,54,3,23.13,12,0.35,0,0,1,0,0,1,1,0
67,140087,246442,704,58,3,5.86,48,0.37,1,0,1,0,1,1,0,0
47,74230,245302,531,32,1,21.87,24,0.88,0,1,1,1,0,4,1,0
41,135521,100510,438,52,4,9.44,60,0.8,3,3,1,0,1,2,0,0
39,98118,182736,313,71,4,10.61,60,0.3,0,3,1,1,1,4,1,0
62,128158,10543,682,52,2,14.18,12,0.8,0,3,0,1,0,4,1,0
31,78935,223491,459,117,2,21.22,60,0.79,1,1,0,1,1,2,0,1
40,120995,202865,386,36,3,6.47,24,0.45,0,3,2,1,0,2,1,0
19,17719,37853,434,25,4,4.08,60,0.79,2,1,2,0,0,1,1,0
66,125262,242009,620,7,3,18.5,36,0.7,3,1,2,1,1,1,0,0
53,48454,77794,322,22,2,18.95,36,0.5,0,1,2,1,0,0,0,0
69,66598,94840,830,28,1,19.86,48,0.83,3,0,1,0,0,4,0,0
31,74320,122256,448,50,2,7.5,12,0.4,2,0,1,0,1,3,1,0
61,77992,228650,794,9,4,18.99,60,0.19,1,1,0,1,1,1,1,0
57,98968,21568,820,36,4,8.4,12,0.16,2,0,0,0,0,2,1,0
49,24760,215317,488,98,1,3.77,12,0.75,0,0,2,1,0,4,0,0
35,62317,203603,612,117,1,11.45,12,0.83,1,0,0,1,1,0,1,0
60,102593,27113,490,10,4,8.87,12,0.68,1,0,1,1,0,2,0,0
42,144482,139775,454,52,3,4.87,48,0.63,2,1,1,1,1,2,1,0
63,92647,209276,751,102,3,22.5,36,0.54,1,3,2,1,1,1,1,0
42,83619,38790,746,17,3,7.62,24,0.13,2,1,2,0,0,1,0,0
67,45592,212129,715,91,2,5.61,24,0.84,3,2,1,0,0,0,1,0
66,138993,79303,834,81,4,18.55,48,0.1,2,2,1,0,0,2,1,0
64,129346,21615,560,40,3,15.64,12,0.38,1,0,2,0,1,3,1,0
66,91296,182966,388,42,4,21.04,48,0.27,3,0,1,0,0,2,0,0
19,92629,11768,397,54,4,8.24,48,0.17,0,0,1,0,0,3,0,0
21,43795,140057,769,89,4,20.51,24,0.45,2,2,2,0,1,0,0,1
25,83073,6766,844,41,4,16.72,24,0.54,2,0,0,1,1,4,0,0
18,148843,96268,562,39,4,13.03,48,0.8,3,0,1,0,0,2,1,0
26,48594,243528,709,70,4,8.06,24,0.68,1,0,2,0,0,2,1,0
62,16423,46503,339,15,3,3.06,48,0.8,3,2,0,1,1,1,0,0
44,89491,195312,819,65,2,17.07,12,0.36,2,1,1,1,1,4,0,0
45,77161,228670,350,30,1,15.6,12,0.22,3,2,1,1,0,3,0,0
18,72601,43712,391,40,2,2.53,60,0.78,2,1,2,0,1,4,0,0
64,60866,39547,737,18,3,19.17,48,0.4,1,2,0,0,0,2,1,0
59,69604,91646,316,118,2,16.54,36,0.42,1,1,2,0,1,2,1,0
23,119264,129357,605,112,1,21.06,48,0.22,3,3,1,1,1,3,0,0
52,55762,106166,621,38,1,5.69,12,0.74,3,3,1,0,1,1,0,0
32,65751,181375,510,8,3,8.16,48,0.48,1,0,0,1,1,4,1,0
27,133348,242969,506,12,4,7.75,36,0.2,0,1,0,1,1,2,1,0
63,71267,23922,429,31,1,3.68,36,0.57,2,0,2,0,1,0,1,0
41,100450,42041,359,5,2,10.15,12,0.73,3,2,1,1,0,4,0,0
18,64587,80067,427,1,1,10.28,36,0.29,0,3,2,1,1,0,0,1
44,86743,215833,442,76,3,10.04,60,0.32,1,2,0,1,1,2,1,0
37,90788,152854,608,99,3,9.05,48,0.63,0,0,2,0,0,0,1,0
56,106834,80818,583,100,3,22.38,60,0.59,2,2,0,1,1,1,0,0
47,118157,67517,466,9,4,12.7,36,0.12,2,1,0,0,0,2,1,0
59,31409,147685,664,56,2,11.41,36,0.73,0,0,0,1,1,0,0,0
27,128786,44553,447,21,1,7.03,24,0.45,2,0,1,1,0,4,0,0
62,33032,166511,368,4,3,20.69,24,0.2,3,3,1,0,1,4,1,0
69,50865,80020,765,62,1,10.26,60,0.19,3,1,0,1,1,2,0,0
40,42384,216898,361,34,4,13.08,36,0.21,2,1,1,1,1,0,1,0
41,142861,230546,605,100,3,16.85,60,0.19,1,3,0,1,0,0,0,0
37,86696,83631,665,62,1,17.73,48,0.46,3,1,2,1,1,2,0,0
51,24034,241303,638,94,2,14.84,48,0.26,2,0,1,1,0,3,0,0
35,20260,20484,598,33,2,18.1,60,0.74,0,0,1,0,0,4,0,0
55,89661,158343,564,95,3,17.69,36,0.21,1,2,0,0,0,3,1,0
18,135155,74320,533,109,4,11.42,24,0.15,2,1,0,1,1,1,1,0
36,124711,70687,660,12,3,20.11,36,0.8,1,2,1,1,1,2,1,0
53,134903,178776,596,80,2,21.4,60,0.47,3,0,1,1,0,0,0,0
54,123014,200244,727,18,2,21.77,36,0.11,0,2,2,1,0,0,0,0
59,124635,122230,362,27,3,15.88,24,0.87,2,0,2,0,0,4,1,0
62,129661,73912,788,49,1,2.5,12,0.43,1,0,0,1,0,1,0,0
62,93048,180755,318,56,4,16.86,36,0.62,3,0,2,0,0,0,1,0
34,145359,5687,492,36,2,23.08,24,0.13,3,3,2,0,0,3,0,0
18,138655,188667,524,89,2,16.21,12,0.52,1,3,1,1,1,2,0,0
55,41321,204074,551,111,4,4.96,36,0.43,3,1,0,1,1,2,1,0
66,116450,23547,529,20,1,13.15,36,0.39,3,2,2,1,1,1,1,0
50,140533,56930,532,111,4,7.62,24,0.87,3,2,0,0,0,1,1,0
50,67342,62725,785,74,4,8.28,60,0.43,0,0,0,1,1,1,0,0
47,61249,67618,468,78,3,9.15,36,0.49,0,3,1,1,0,1,0,0
56,101091,146194,649,17,2,11.66,36,0.47,1,0,1,0,0,2,0,0
31,24475,208508,426,107,1,6.8,24,0.79,3,1,1,1,1,2,1,0
57,140374,54957,464,109,2,19.61,36,0.11,0,1,2,0,1,2,0,0
36,75048,67123,326,60,4,22.17,24,0.63,1,3,2,1,0,0,1,0
24,98320,31664,504,95,3,23.86,60,0.1,0,0,2,0,0,4,0,0
38,31737,206343,559,100,4,18.59,24,0.33,1,2,0,0,1,1,1,0
35,107008,137077,469,44,2,7.19,60,0.84,2,1,0,1,0,3,0,0
67,75459,64158,829,119,3,7.56,36,0.36,3,3,0,1,1,4,0,0
29,55344,15182,586,1,3,17.32,36,0.67,3,2,1,1,0,1,0,0
29,110083,16964,842,69,3,21.27,48,0.35,2,1,2,0,0,1,0,0
25,81530,105489,498,17,1,23.21,48,0.19,0,1,2,1,0,2,0,0
59,84775,90220,553,79,2,17.06,60,0.85,2,3,0,0,1,0,0,0
33,19722,82201,799,94,3,4.26,12,0.1,2,3,0,1,0,1,0,0
65,30791,249530,417,52,4,10.06,60,0.23,0,3,0,0,0,4,0,0
44,69036,205848,334,3,4,2.48,36,0.58,3,0,1,1,1,1,1,0
56,130126,205391,762,108,4,5.04,12,0.5,1,2,0,0,1,3,0,0
61,84515,15454,766,90,2,5.09,12,0.18,2,0,1,0,0,4,1,0
36,28551,120945,610,17,3,8.99,12,0.71,1,3,1,0,1,0,1,0
63,77362,104898,325,85,3,6.45,60,0.54,0,0,1,0,0,0,0,0
32,16789,80014,332,2,3,3.19,36,0.64,1,2,0,0,1,0,0,0
50,122178,184775,716,71,2,9.3,12,0.33,3,2,1,1,1,1,1,0
49,111508,132916,562,83,1,4.77,24,0.83,3,0,0,0,1,3,1,0
44,53517,131505,848,100,2,2.32,24,0.5,1,2,0,0,0,3,0,0
32,74700,65417,382,106,3,20.78,24,0.74,2,2,1,1,0,4,0,0
42,73691,88399,320,6,4,19.86,48,0.78,1,3,2,1,0,2,1,0
51,120597,158811,586,105,2,22.36,60,0.85,3,2,1,0,1,2,0,0
49,131847,78005,815,55,4,14.96,60,0.54,3,3,1,0,0,1,0,0
25,147301,111174,654,86,1,17.75,60,0.43,2,0,2,0,1,0,0,1
27,72389,222486,402,53,3,15.91,36,0.6,1,0,1,1,0,2,0,0
32,94399,63775,312,94,3,11.25,48,0.23,2,0,2,1,0,4,1,0
65,135583,229011,351,67,4,7.38,24,0.78,0,3,2,0,1,3,0,0
43,44664,107504,395,101,1,8.61,24,0.28,1,0,2,0,1,0,0,0
42,29843,7826,519,74,2,11.87,60,0.75,2,3,1,0,1,3,1,0
48,82623,217503,482,58,2,24.88,24,0.5,1,2,0,1,0,4,1,0
30,106648,249844,586,71,1,25.0,60,0.61,1,1,2,0,1,4,0,0
24,135355,170523,713,34,2,14.47,48,0.61,1,0,2,0,1,3,1,0
69,115938,118280,693,73,4,23.65,60,0.77,3,1,0,1,1,4,1,0
51,104707,123130,713,1,2,6.23,12,0.54,2,3,1,1,0,0,1,0
67,111676,197993,571,40,3,17.2,48,0.66,3,2,1,1,0,2,0,0
35,18309,15761,680,3,4,10.43,36,0.73,3,3,2,0,0,4,1,0
19,50051,157226,309,24,1,7.05,60,0.73,0,2,2,0,0,2,1,0
55,20386,50652,745,88,4,6.41,12,0.32,1,3,0,0,0,0,1,0
29,72411,165180,741,32,2,16.25,48,0.83,3,3,1,1,0,1,1,0
18,61461,32370,519,73,2,5.99,48,0.79,0,3,1,0,0,2,0,0
56,143975,211619,741,96,4,24.18,48,0.27,0,2,0,1,1,3,1,0
21,88513,27340,706,53,4,8.0,36,0.32,3,2,2,0,1,0,1,0
45,70173,233714,685,89,1,12.04,24,0.67,3,3,2,0,1,3,0,0
24,67003,51122,415,49,3,24.63,60,0.21,1,1,0,0,1,3,0,0
41,18797,123688,669,0,2,13.96,36,0.23,2,3,0,0,1,1,1,0
64,94663,15071,624,64,2,17.99,60,0.35,0,0,1,0,0,0,1,0
57,55672,91511,339,94,1,3.31,60,0.15,3,2,2,0,0,1,1,0
47,32366,100684,686,107,2,5.23,36,0.5,3,1,0,0,1,4,0,0
69,57809,98969,348,44,3,9.36,36,0.22,2,0,1,0,1,4,0,0
39,118003,85334,598,0,2,3.17,60,0.59,2,0,2,1,1,1,0,0
39,83998,211082,585,29,2,14.4,48,0.82,2,0,0,0,1,4,1,0
61,35061,25793,454,81,1,23.15,24,0.73,2,2,1,0,0,2,0,0
45,54186,5498,637,90,4,6.06,12,0.69,0,3,0,0,0,3,0,0
37,110047,162726,813,102,4,11.96,12,0.76,1,1,2,0,1,2,1,0
68,69650,200182,355,84,4,11.71,48,0.41,2,0,1,0,0,3,0,0
26,142017,198164,814,84,1,5.09,36,0.17,2,0,2,1,0,2,1,0
45,25651,130124,372,17,1,21.86,12,0.77,3,1,2,0,0,0,0,0
22,59204,57529,761,13,2,4.94,60,0.48,3,2,0,0,0,2,1,0
